PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01y4w,r1b2rk1/ppp2ppp/3p4/4q3/P7/3BP2P/1PPQ1PP1/1R2K2R b K - 1 14,e5d5 d3h7 g8h7 d2d5,922,78,88,228,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/auzq1IR4/black#28,Van_Geet_Opening Van_Geet_Opening_Reversed_Nimzowitsch
01y88,5r2/1P1k4/3bp3/6p1/3K4/4P1p1/6B1/7R b - - 5 39,f8f2 h1h7 d7e8 g2c6 e8f8 h7d7,2183,76,91,309,crushing endgame long master,https://lichess.org/KXYwIKUv/black#78,
01yBL,1r4k1/7p/p5p1/1b1Q4/2R5/7P/1q3PP1/6K1 b - - 1 38,g8g7 c4c7 g7h8 d5f7 b2a1 g1h2,1330,75,92,479,advantage endgame long,https://lichess.org/DOyiGLZ8/black#76,
01yBt,4k1r1/2pN3Q/pq3r2/1p6/1P6/P2B3P/7K/3b4 w - - 22 44,d7b6 f6f2 h2h1 d1f3,989,76,91,191,endgame mate mateIn2 short,https://lichess.org/QNy71vca#87,
01yHG,6r1/ppR2pr1/1q1pk3/4p3/P6p/1P3Q1P/5PB1/2R3K1 w - - 5 34,g1h2 g7g2 f3g2 g8g2,833,85,86,211,advantage middlegame short,https://lichess.org/7VfaP9Wq#67,
01yLY,2r2rk1/pp2ppbp/3p2p1/5b2/2PP1B1N/1PnQ4/q3BPPP/2R2RK1 w - - 4 19,h4f5 c3e2 d3e2 a2e2,949,76,88,266,advantage fork master middlegame short,https://lichess.org/pKp8aOcr#37,
01yS4,r5kr/pp1n2p1/3BpnQ1/q1pp3p/1b1P3P/2N5/PPP1NPP1/R4RK1 w - - 2 15,a2a3 b4c3 b2c3 a5a6 d4c5 a6e2,2292,78,84,135,advantage fork long middlegame,https://lichess.org/hgyyrH68#29,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01ySE,2k5/6K1/2q2pQ1/p7/8/6P1/7P/8 w - - 0 66,g6f6 c6f6 g7f6 a5a4,1148,104,71,37,crushing defensiveMove endgame queenEndgame short,https://lichess.org/xLCcgJbV#131,
01ySx,3r2k1/p4q1p/1p4p1/8/1P2p3/P3P3/1Q1r1PPP/2R1R1K1 w - - 0 27,b2e5 f7f2 g1h1 f2g2,942,102,96,2711,endgame mate mateIn2 short,https://lichess.org/pyuPWjq8#53,
01yU9,4r1k1/pp3ppb/1qpb4/3pnPP1/3N4/2N4Q/PPPB2B1/R5K1 w - - 4 23,d2e3 b6b2 a1f1 b2c3,1991,77,90,1700,advantage fork middlegame short,https://lichess.org/6zZ2hANU#45,
01yWZ,8/4r1pk/R6p/4p1P1/3pn2P/8/6K1/8 b - - 0 44,e4c3 g5g6 h7h8 a6a8 e7e8 a8e8,1353,114,86,39,endgame long mate mateIn3,https://lichess.org/6XfujWVE/black#88,
01yYo,1r6/2p1kp2/3p4/3Pp3/p3P2P/P4R2/6P1/4K3 b - - 2 42,b8b3 f3b3 a4b3 e1d2 b3b2 d2c2 b2b1r c2b1,1766,75,92,1495,crushing endgame rookEndgame veryLong,https://lichess.org/LpR4GmYY/black#84,
01yiq,8/2R2ppp/k2r2b1/4P3/2R3Pr/1P6/1KP5/8 b - - 0 42,d6b6 c4a4 a6b5 c2c4,1216,143,57,17,endgame mate mateIn2 short,https://lichess.org/WxnY9rrC/black#84,
01yjb,4r1k1/pp1b3p/2p1r1qB/3p3p/4pQ2/8/P5PP/R4R1K b - - 9 29,g6g4 f4f8 e8f8 f1f8,1787,113,29,52,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/6VnOzMUA/black#58,
01ykJ,1r6/R5p1/p1b1k3/2P5/8/2n1P3/1R3PpP/6K1 w - - 0 31,b2b8 c3e2,527,107,84,699,endgame mate mateIn1 oneMove,https://lichess.org/7ruSLauv#61,
01yo0,1r6/2qk1p1R/p1rp2n1/1p2p1Q1/4Pp2/2P5/PP1R1BP1/1K6 b - - 9 31,d7c8 g5f5 c7d7 h7f7 d7f5 e4f5,2387,95,90,993,crushing long middlegame,https://lichess.org/i8i8s0eQ/black#62,
01yqP,2k5/5p2/p1B2p2/8/2P1N1K1/3p2P1/PP6/5r2 w - - 0 33,c6a4 f6f5 g4h3 f5e4,1262,75,97,7411,crushing endgame fork short,https://lichess.org/WZyI7GAL#65,
01yqX,r1b4r/1p2k3/p1p1Pb1p/2q5/2P2p2/3R4/P3QPPP/3R2K1 b - - 6 23,c8e6 d3d7 e7f8 e2e6 c5e7 d7e7,1434,75,87,242,crushing deflection long middlegame pin,https://lichess.org/U32T811c/black#46,
01ysM,3r3k/4Rppp/p2P4/8/6P1/8/P6P/6K1 b - - 0 34,f7f6 d6d7 h8g8 e7e8 g8f7 e8d8,985,84,93,1274,advancedPawn crushing endgame long rookEndgame,https://lichess.org/4FtM96uI/black#68,
01yso,7k/R7/5P2/6K1/8/5r2/7p/8 w - - 0 67,a7a1 f3g3 g5f4 g3g1 f6f7 h8g7 f7f8q g7f8,1858,75,83,186,crushing endgame rookEndgame veryLong,https://lichess.org/fQJpXBji#133,
01yvN,5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4,721,235,54,5,endgame mate mateIn2 short,https://lichess.org/TtgFejaO#67,
01z0l,6k1/1bq1pp1p/3p2p1/3P4/1pPQ4/1P1B3P/r4PP1/4R1K1 w - - 0 32,e1a1 c7c5 a1a2 c5d4,2355,82,90,975,advantage endgame short,https://lichess.org/6adFwZEl#63,
01z5g,6k1/p4p1p/8/5PP1/3pBK2/1b6/p2r3P/2R5 b - - 5 41,h7h6 c1c8 g8g7 f5f6,1314,80,84,228,endgame mate mateIn2 short,https://lichess.org/dTF4rMML/black#82,
01z8k,8/8/K7/P7/6kp/8/8/8 w - - 0 55,a6b6 h4h3 a5a6 h3h2 b6a7 h2h1q,455,92,67,143,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/hZjnusk3#109,
01z9G,2kr1b1r/pp1n1pp1/1qp1pnp1/8/2BP1BP1/2N2Q1P/PPP2P2/2K1R2R b - - 1 15,b6d4 f3c6 b7c6 c4a6,1126,82,88,2130,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/zoXC7Dtn/black#30,Scandinavian_Defense Scandinavian_Defense_Main_Line
01zEg,r4rk1/1ppn1p2/p1n1p1RP/3p4/3P4/P1NQPq1P/1PP2P2/2K4R b - - 0 20,f7g6 d3g6 g8h8 g6g7,890,79,57,61,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EXJZp2GR/black#40,
01zIg,5k2/2p3p1/p1p4p/4N1b1/8/2P1p3/PP2K2P/8 b - - 1 35,g5f4 e5g6 f8e8 g6f4,1118,82,100,193,advantage endgame fork master short,https://lichess.org/5FfTCQ0M/black#70,
01zLs,7r/1p6/2p3R1/2PpR3/5b1k/6P1/p4P1K/8 b - - 0 39,f4g3 f2g3,1065,77,97,371,endgame mate mateIn1 oneMove,https://lichess.org/q5aMjo1A/black#78,
01zQX,4k3/B7/2q1p2p/3pPr2/2p2p2/5P1P/2Q3PK/8 b - - 0 37,f5e5 c2g6 e8d7 g6g7 d7c8 g7e5,1594,82,88,80,advantage endgame exposedKing fork long,https://lichess.org/jzqJk3Zk/black#74,
01zRG,r2r2k1/p1p2ppp/2p1p3/4Pb2/N2R4/1q5P/5BP1/3Q1RK1 b - - 0 22,f5c2 d4d8 a8d8 d1d8,673,102,91,411,backRankMate mate mateIn2 middlegame short,https://lichess.org/kOXTd0Lj/black#44,
01zRs,r4rk1/ppp3p1/7p/n2p1p2/3q2b1/P4PP1/1PQN2P1/1B2RK1R w - - 0 19,f3g4 f5g4 d2f3 d4c4 f1f2 c4c2,2261,84,86,605,advantage discoveredAttack long middlegame,https://lichess.org/PyrEMBG0#37,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
01zU8,6k1/3bnppp/p4n2/1pp5/8/1BNP1N2/PPP2PPP/6K1 w - - 0 19,c3e4 f6e4 d3e4 c5c4 b3c4 b5c4,1177,79,91,2185,advantage endgame long trappedPiece,https://lichess.org/O9lWuwI8#37,
01zUD,8/4r3/1p2P1p1/3P2PN/P2KP3/1P6/7p/5k2 b - - 1 53,h2h1q h5g3 f1e1 g3h1,791,76,76,168,crushing endgame fork master short,https://lichess.org/teYgNvBU/black#106,
01zWB,1r4k1/3R1Np1/p3p3/2p1PnN1/2n4p/7P/P4PP1/6K1 w - - 0 29,g5e6 b8b1 g1h2 c4e3,2283,78,88,224,advantage endgame short,https://lichess.org/zrD9c0Oe#57,
01zXC,8/8/4kpp1/8/5PP1/5K2/8/8 w - - 1 52,f3g3 e6d5 f4f5 g6g5 g3f3 d5d4,2270,76,93,1069,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/msR18GoF#103,
01zXk,6k1/5p2/4p1r1/2Q3P1/7P/8/r7/6K1 b - - 0 49,f7f6 c5c8 g8h7 c8b7 h7h8 b7b1,2508,81,91,1211,crushing endgame exposedKing long queenRookEndgame,https://lichess.org/sWqqc3n6/black#98,
01zZz,rn2k2r/pbpp1pbp/1pq3p1/3NP3/4N3/3QB3/PPP2PPP/R4RK1 w kq - 6 13,f2f3 c6d5 e4f6 g7f6 d3d5 b7d5,1272,75,91,966,advantage long middlegame,https://lichess.org/w6quE3jd#25,Center_Game Center_Game_Other_variations
01za4,4k3/pp6/6P1/2pPn3/3b2BQ/PPq5/K2R4/8 w - - 1 38,d2e2 c3a1,947,83,81,195,endgame mate mateIn1 oneMove,https://lichess.org/CqcJFSz4#75,
01zaV,7k/6pp/8/8/R7/2P4r/1P4K1/8 b - - 1 42,h3d3 a4a8 d3d8 a8d8,458,104,93,307,backRankMate endgame master mate mateIn2 rookEndgame short,https://lichess.org/7bLOOk6f/black#84,
01zbX,2rq1rk1/1p2bppp/p3p3/5b2/1n2N3/1P3NP1/PB3PBP/2RQ1RK1 b - - 0 15,f5e4 c1c8 d8c8 d1d4,1769,76,88,294,advantage opening short,https://lichess.org/VUIgD5Ji/black#30,English_Opening English_Opening_Caro-Kann_Defensive_System
01zia,4r2k/6p1/7p/2P4P/2RP1P2/5Q2/3N1K2/q7 w - - 7 46,c5c6 a1e1 f2g2 e1d2,2183,78,59,311,crushing endgame fork short,https://lichess.org/5SgKcTlO#91,
01zkP,r3kb1r/pp2nppp/3pq3/4n1N1/2p1P3/2P2Q2/PP1P2PP/RNB2RK1 w kq - 2 14,f3f7 e6f7 g5f7 e5f7,1905,76,69,74,advantage middlegame short,https://lichess.org/m8ZQyo75#27,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
01znD,8/5pk1/7p/7P/5Pq1/8/5QK1/8 w - - 0 55,f2g3 g4g3 g2g3 g7f6 g3g4 f6e6,2252,77,95,965,crushing defensiveMove endgame long queenEndgame,https://lichess.org/iC56LUDr#109,
01zuf,3r1rk1/pb3p1p/1pn2Ppb/3pP1n1/7q/1P4N1/PB2N1PP/RB1Q1RK1 w - - 1 20,f1f4 g5h3 g2h3 h6f4 e2f4 h4f4,1570,76,93,2885,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/vnS3rlUD#39,
01zxR,7k/r2q4/p5R1/NpPp1r1p/1P1P2nK/3Q2P1/P1N5/7R w - - 5 36,c2e3 d7e7 h4h3 g4f2 h3h2 f2d3 g6h6 h8g8,2164,75,91,613,crushing defensiveMove fork middlegame veryLong,https://lichess.org/w7nAwamX#71,
01zxo,5rk1/pp3Qpp/8/2P5/3R4/7P/5RPK/q7 b - - 0 30,f8f7 d4d8 f7f8 f2f8,851,108,87,617,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/nj1JlCSh/black#60,
01zzO,r4rk1/1p1b1p2/p3p1p1/q2pN2p/5Q1P/2N3R1/nPP2PP1/2K1R3 w - - 0 21,c3a2 a5e1,855,105,50,22,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/XCISYgA6#41,
0202T,2r3k1/5ppp/2rqp3/2p5/PpQP4/6P1/2R1PP1P/2R3K1 b - - 2 27,c5d4 c4c6 c8c6 c2c6 d6c6 c1c6,656,102,88,753,crushing endgame long,https://lichess.org/NSQedfY7/black#54,
0203f,r5k1/p2q2b1/1p4pR/2p1r3/2PpNp2/3P1P2/PPQ2KP1/7R b - - 0 25,g7h6 e4f6 g8g7 f6d7,1024,297,44,9,crushing fork middlegame short,https://lichess.org/4c254PVQ/black#50,
0206q,4k3/5R2/p1p2K2/r4Ppp/6P1/7P/8/8 w - - 0 51,g4h5 a5f5 f6f5 e8f7,1335,77,85,787,crushing deflection endgame rookEndgame short,https://lichess.org/cv6t5VMQ#101,
0207Y,8/6p1/p1p1n2p/1p2Pk2/7K/P3R3/1PP5/8 w - - 0 40,h4h5 e6f4 h5h4 f4g2 h4g3 g2e3,1715,80,85,41,crushing endgame fork long,https://lichess.org/WBYPtZtr#79,
020IV,8/4kp1p/p7/1p1K2p1/2pP2P1/2P4P/P7/8 b - - 1 32,e7f6 a2a3 a6a5 d5c5,2772,100,91,2304,advantage endgame pawnEndgame quietMove short,https://lichess.org/SvyPh2kA/black#64,
020Ow,8/8/p7/1p6/8/PPK5/4k3/8 b - - 0 57,e2e3 c3b4 e3d2 b4a5 b5b4 a5b4,2207,78,89,1108,crushing endgame long pawnEndgame,https://lichess.org/9mQmbavX/black#114,
020XG,2rk1r2/ppp3RR/4P3/8/b1P1p3/P3P3/4KP2/8 b - - 2 36,f8e8 g7d7 a4d7 h7d7,1037,80,87,230,endgame mate mateIn2 sacrifice short,https://lichess.org/IsYyI1LZ/black#72,
020Xh,r1b1k2r/pppp1ppp/6n1/3Pp3/1bP1P3/2N1BPP1/PPQ1B1P1/R4KNq b kq - 1 11,d7d6 c2a4 c8d7 a4b4,992,82,89,837,advantage fork middlegame short,https://lichess.org/x0KpdygS/black#22,Mexican_Defense Mexican_Defense_Other_variations
020eQ,3qr1k1/3b1p2/2p1pPp1/2NpN1Pp/1P1P3n/8/3Q1P2/R5K1 w - - 0 25,e5d7 h4f3 g1g2 f3d2,750,85,81,119,crushing fork middlegame short,https://lichess.org/IUqGqiqh#49,
020eU,r2qk2r/pbppnppp/8/2b1p3/8/2PB3N/2PP1PPP/R1BQK2R b KQkq - 0 9,e8g8 d3h7 g8h7 d1h5 h7g8 h3g5,1962,78,97,2338,advantage attraction kingsideAttack long opening sacrifice,https://lichess.org/tAzbuJIF/black#18,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
020fP,r3qrk1/p1N3p1/6pp/2bpP3/2p3P1/P1P3PP/1P2Q3/R3R1K1 w - - 2 25,g1h1 e8c6 c7a8 f8f2,2230,75,98,121,advantage middlegame sacrifice short,https://lichess.org/fHYAgBGD#49,
020s4,r4k2/5ppp/1pN5/1P1N4/8/4P1P1/pr3P1P/R5K1 w - - 1 32,c6b4 b2b1 g1g2 b1a1,1194,77,88,179,crushing endgame short,https://lichess.org/y0ez78m5#63,
020sL,3r1rk1/pq4p1/4pnNp/1p6/1P6/P5P1/4QR1P/3R2K1 b - - 2 31,b7f7 g6f8 d8d1 e2d1,1981,76,91,2912,advantage middlegame short,https://lichess.org/RPE2FC10/black#62,
020tK,8/3K1kp1/7p/4Pn1P/4N3/8/8/8 b - - 4 51,f5d4 e4d6 f7f8 e5e6 d4e6 d7e6,1184,77,89,74,crushing endgame knightEndgame long,https://lichess.org/IB0VTTpi/black#102,
0212b,r3kb1r/ppp2p1p/5Q2/4p3/2B1P3/3P3P/P1P3PK/1q6 b kq - 0 15,b1c2 c4f7 e8d7 f6e6 d7d8 e6e8,2037,78,92,4268,attackingF2F7 endgame long mate mateIn3,https://lichess.org/KtIFFQg0/black#30,Kings_Gambit Kings_Gambit_Other_variations
0216j,r2qr1k1/1pp1bpp1/p6p/3n4/2Bn1Q1B/2NP3P/PPP2P2/2KR3R w - - 0 17,c3d5 d4e2 c1b1 e2f4,1381,76,75,86,crushing fork middlegame short,https://lichess.org/y2tcvddV#33,Four_Knights_Game Four_Knights_Game_Spanish_Variation
0217e,1rb1k2r/b5p1/p2pPp1p/qp1n4/7N/1P6/P4PPP/R1BQR1K1 w k - 0 19,d1d5 a5e1,514,98,86,1105,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/YaZroWoF#37,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
0218S,8/8/8/3B4/5ppk/6p1/6K1/8 w - - 2 55,d5e6 f4f3 g2h1 h4h3 e6d5 g3g2 h1g1 h3g3 d5f3 g3f3,2270,75,70,143,advancedPawn bishopEndgame crushing endgame exposedKing veryLong zugzwang,https://lichess.org/t4k1RSvL#109,
021Au,3rr3/5bbk/2q3pp/2pnpp2/7P/1PBP1NP1/R1Q2PB1/4R1K1 b - - 0 29,d5c3 f3g5 h6g5 g2c6,1792,74,93,704,advantage discoveredAttack master middlegame short,https://lichess.org/Gx7s8Q9S/black#58,
021Bk,r2q1rk1/1pp1bpp1/4p2p/p2nNb2/P2P4/1BP4P/1P2QPP1/R1B1R1K1 b - - 1 15,c7c5 g2g4 f5h7 e5f7 f8f7 e2e6,2196,83,82,82,advantage capturingDefender discoveredAttack long middlegame,https://lichess.org/tUnyiZV8/black#30,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
021Bw,3rr1k1/1ppq1p1p/p2b2p1/5b2/3B4/2P3P1/PP1Q1PBP/3RR1K1 w - - 8 20,g2b7 c7c5 d4f6 d7b7 f6d8 e8d8,2410,84,70,70,advantage discoveredAttack long middlegame,https://lichess.org/UBKAAepV#39,
021Dc,r2q1rk1/pbp2pbn/1p1pp1p1/n5P1/3BP3/P1NP3Q/BPP2PP1/R3K2R b KQ - 2 14,h7g5 h3h8 g7h8 h1h8,1516,76,94,2160,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/qS4iIfTa/black#28,Modern_Defense Modern_Defense_Other_variations
021Fv,8/pp1k4/8/8/3Q3P/3P1q2/3r2R1/7K b - - 4 41,d7c6 d4c3 c6d7 c3d2 f3h3 h1g1,2210,87,91,327,crushing endgame fork long,https://lichess.org/ECQciMRr/black#82,
021GH,6Q1/pp4p1/3R3p/7k/2P4n/4P2P/5qPK/8 w - - 6 37,g8g7 h4f3 h2h1 f2e1,1275,76,93,2204,endgame mate mateIn2 pin short,https://lichess.org/ZLiap2Hf#73,
021J6,8/6p1/Pk5p/1B1n1P2/1K6/8/7P/8 w - - 3 42,b4a4 d5c3 a4b3 c3b5 b3c4 b6c6,2435,102,35,24,crushing defensiveMove deflection endgame long,https://lichess.org/jbuYDCrm#83,
021Lo,r2qk2r/pp2bppp/2n5/3Bp3/6b1/2P2N2/P4PPP/R1BQ1RK1 w kq - 1 13,d5f7 e8f7 f3g5 e7g5,769,87,88,289,crushing hangingPiece middlegame short,https://lichess.org/PXaz6KFQ#25,Sicilian_Defense Sicilian_Defense_Old_Sicilian
021U1,r7/bp6/4kNQ1/1b2Pp1p/p2R1P1N/P1q2K2/6PP/7R w - - 5 31,f3f2 a7d4,1489,75,96,3066,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/fgXwKmjm#61,
021Wm,r4r2/8/p3k2p/2pRnpp1/P7/5P1N/4N1PP/2K4R w - - 2 29,d5c5 e5d3 c1d1 d3c5,1223,139,0,17,advantage fork middlegame short,https://lichess.org/srQjLchc#57,
021Ww,8/2kr2p1/5pP1/1p2pP2/pP1NPb2/P7/Q2p2Kr/3R4 w - - 1 42,g2f3 d7d4 a2f7 d4d7,1521,76,73,153,crushing endgame hangingPiece master short,https://lichess.org/KE8fuUBv#83,
021YZ,1r4r1/p1kq1p2/3pb3/p2Bp2p/2P3np/P1QPP1P1/5P2/1R2R1K1 b - - 4 23,e6d5 c4d5 c7d8 b1b8,1167,76,91,749,crushing discoveredAttack middlegame short,https://lichess.org/wa6BKyGB/black#46,
021Yc,4r1k1/2R5/6pp/3p1p1P/3b4/6BB/P2nrPP1/3R2K1 w - - 1 32,h5g6 e2e1 d1e1 e8e1 g1h2 d2f1,1427,76,96,1072,crushing long middlegame,https://lichess.org/caZLUS8v#63,
021aU,7k/6pp/2R1p3/p4p2/Q2rq3/6P1/3K1P2/3R4 w - - 0 47,a4d4 e4d4 d2c1 d4a1,1488,76,89,683,advantage endgame hangingPiece short,https://lichess.org/GDL7tjwr#93,
021c0,1r3rk1/4qppp/3bp3/p2p2PP/2nP1P2/2N5/PP2Q3/1KBR3R b - - 4 24,d6f4 c3d5 e7d7 d5f4,2169,75,90,1898,advantage middlegame short,https://lichess.org/TzBDYvnF/black#48,
021cG,5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1,659,100,82,405,endgame hangingPiece kingsideAttack mate mateIn2 short,https://lichess.org/EvKDthbj#53,
021cb,1r3rk1/5pp1/3p4/p4PR1/Nq2P3/1P1BK2P/8/6R1 b - - 4 33,g8h8 g5h5 h8g8 f5f6 g7g6 d3c4,2543,116,80,62,advantage long middlegame pin,https://lichess.org/xqpeYzb7/black#66,
021cc,8/8/2p1k1p1/p2pP3/P2K1PP1/8/8/8 w - - 0 39,d4c5 g6g5 f4g5 e6e5,1520,75,94,831,crushing deflection endgame pawnEndgame short,https://lichess.org/IJfOe8LF#77,
021eN,1rr5/R3p2p/3p2p1/4k3/3RP3/1pP1K3/1P4PP/8 b - - 6 35,c8c3 b2c3 b3b2 d4d1,2184,80,82,42,advantage endgame hangingPiece rookEndgame short,https://lichess.org/QYsuTjsb/black#70,
021me,7R/p5pk/1p1Np2p/4qp2/8/6P1/PP3PP1/1Br1nRK1 b - - 5 30,h7h8 d6f7 h8g8 f7e5,1076,141,83,22,advantage endgame fork master short,https://lichess.org/SP83qhbF/black#60,
021n0,8/4B2p/4p3/1k4PP/7r/1p2n1K1/8/1R6 b - - 5 38,h4h5 b1b3 b5c6 b3e3,847,103,79,398,advantage endgame fork short,https://lichess.org/HdbLrl7c/black#76,
021pI,r1b2rk1/3nqp1p/2p4P/4p2p/p3P3/3P4/1PPQN1P1/1K1RNB2 b - - 1 19,d7f6 d2g5 g8h8 g5g7,849,80,92,100,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Z10f43rf/black#38,
021wj,8/1Q2n3/1p2k3/8/P2qp3/5pP1/1r1p1P1P/3R1RK1 w - - 2 45,b7a6 e4e3 a6a8 e3e2,1648,74,91,1847,advancedPawn crushing endgame short,https://lichess.org/max4p5pE#89,
021y5,r1b2rk1/pp1q1ppp/2n5/3pB3/2pP4/4P3/PPB2PPP/R2Q1RK1 w - - 1 15,f2f4 f7f6 d1h5 g7g6,2010,75,86,88,advantage middlegame short,https://lichess.org/8eWfYlcv#29,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation
0220F,1rb3k1/pp4p1/3Qp2p/1N1pP1q1/3P2n1/P7/1P4PP/R4BK1 w - - 4 25,a1e1 g5h4 h2h3 h4f2 g1h1 f2e1,2331,83,90,1234,crushing fork long middlegame pin,https://lichess.org/cffy1N6q#49,
0220o,2rr2k1/ppb2pNp/2n3q1/3p1N2/1P3P2/P3P1nP/1B2Q1P1/2R2RK1 w - - 3 23,e2f2 g3f5 g7f5 g6f5,1375,75,93,10290,advantage master middlegame short,https://lichess.org/6bINHamE#45,
02242,r4rk1/1p3pp1/8/2p1pNP1/4PnR1/P7/1B3q1N/3R3K b - - 1 32,f2b2 f5e7 g8h7 g4h4 f4h5 h4h5,1025,80,81,311,anastasiaMate long mate mateIn3 middlegame,https://lichess.org/dGm6aR2k/black#64,
0226P,r4r1k/5p1P/5Pp1/qp1Q3b/p7/P1P1P3/1P1N1P2/K6R b - - 0 28,a8d8 d5g5 a5a6 d2e4 h5f3 g5h6 a6f6 e4f6,2164,145,82,19,crushing middlegame quietMove veryLong,https://lichess.org/VChG2g0Y/black#56,
0227w,8/2pr1p2/1p3kp1/pKpP4/P3PP1p/8/1P3R2/8 b - - 1 32,g6g5 b5c6 d7e7 e4e5 f6g6 d5d6 c7d6 e5d6,2457,94,89,497,crushing endgame rookEndgame veryLong,https://lichess.org/IAXJGGDj/black#64,
022C8,r1q2rk1/1b4pp/p2b1n2/2ppN2Q/2P5/P1NBP2P/5PP1/1R2R1K1 w - - 3 20,h5f5 c8f5 d3f5 d6e5 f5e6 g8h8,1785,81,84,73,advantage capturingDefender long middlegame,https://lichess.org/wcfZgdFj#39,
022Dh,5r2/p3p1kp/1p4p1/4rp2/2P5/3P1Q1P/R3K1P1/2q2BNR w - - 7 32,e2f2 c1e1,1060,76,97,1533,mate mateIn1 middlegame oneMove,https://lichess.org/mdUHn4jB#63,
022HT,r3k2r/ppp1qppp/2np4/2b1p3/2P1P1b1/3P1N2/PP2BPPP/R1BQK2R b KQkq - 2 8,c6d4 f3d4 c5d4 e2g4,1247,77,94,9478,advantage discoveredAttack middlegame short,https://lichess.org/DxRz4P05/black#16,English_Opening English_Opening_Kings_English_Variation
022JP,1r3b2/8/4R3/2p3pp/3k1p2/P1N5/2K2PPP/8 b - - 1 43,f8g7 e6e4,1294,79,94,2365,endgame master mate mateIn1 oneMove,https://lichess.org/Rs2i5ae2/black#86,
022Lj,8/R5p1/5k1p/8/7K/1r5P/6P1/8 w - - 0 38,g2g4 g7g5 h4h5 b3h3,1170,84,79,35,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/mEeIGqcO#75,
022Py,rnbq1r2/pp2b2k/2p1p2p/3pN3/2PPp1Q1/1P2P1P1/P4PBP/R4RK1 b - - 2 13,f8g8 g2e4 d5e4 g4e4 h7h8 e5f7 h8g7 f7d8,1528,85,69,100,advantage fork middlegame veryLong,https://lichess.org/XC1ky6QQ/black#26,Dutch_Defense Dutch_Defense_Other_variations
022Uz,8/p7/5kpp/b4p2/2R5/1B4P1/P2r1P1P/4K3 w - - 6 36,c4c5 d2d5 c5a5 d5a5,1616,76,92,1752,crushing discoveredAttack endgame short,https://lichess.org/apnCE3CT#71,
022dV,r2q1rk1/ppp2ppp/5b2/4N3/1n1P2Q1/2N5/PP4PP/R1B2RK1 w - - 7 15,c3e4 d8d4 g1h1 f6e5,1929,77,93,2926,advantage fork opening short,https://lichess.org/9AqBbwcG#29,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
022dd,r7/3r1kp1/8/4B2R/7R/p6P/5PP1/2n2K2 w - - 8 33,h4c4 d7d1,489,110,89,552,endgame master mate mateIn1 oneMove,https://lichess.org/ELYdfeVO#65,
022ib,2kr4/2p2pp1/8/1R2PP1p/6n1/8/4Q1PP/3q2BK w - - 1 28,e2b2 d1g1 h1g1 d8d1,1724,74,96,24942,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/RMJWhohP#55,
022ky,4r3/5p2/1Q2k3/3p4/7K/P5PN/7q/8 b - - 11 49,e6e5 b6e3 e5d6 e3e8,1295,77,79,145,crushing endgame short skewer,https://lichess.org/Ny3y7Idv/black#98,
022mo,8/3R1p2/P4kp1/2K4p/6rP/8/8/8 b - - 2 37,g4h4 a6a7 h4a4 c5b5 a4a7 d7a7,2583,85,80,191,advancedPawn advantage endgame long rookEndgame,https://lichess.org/TnQUPw7q/black#74,
022wG,6Qk/pp2B1pp/1q1b4/2pP4/2P1r3/1P5P/P5P1/3R1RK1 b - - 0 28,h8g8 f1f8,741,111,55,67,endgame mate mateIn1 oneMove,https://lichess.org/fX3zO1IZ/black#56,
022x4,r7/p1ppq1kr/b1p2Npp/4P3/Q5P1/8/PPP2PK1/4R3 w - - 0 25,f6h7 a6b5 a4e4 g7h7,1877,74,91,1437,advantage endgame intermezzo short,https://lichess.org/oIpd3uu6#49,
